title,url,create_time,author,content
Re: [問題] 蝦皮現在不給看買方的評價了,https://www.ptt.cc/bbs/e-seller/M.1615036163.A.0D6.html,2021-03-06 21:09:21,gamewed (Gamewed),"有詢問蝦皮客服了，回應如下：

目前賣場頁面只會顯示賣場的評價，所以買家先前若無販售過商品的評價紀錄，則只會顯
示為「N/A」或「尚無評價」。
如您希望查看買家過往購買商品的評價，可至以下頁面確認喔：
App：我的賣場>我的銷售>訂單明細>買家評價 (點選後導引至評價紀錄頁面)
Web：賣家中心>我的銷售>訂單明細>買家評論 (僅能查看評價平均分數及數量)

還是覺得操作上不是很流暢"
[問題]  蝦皮的網頁連接速度,https://www.ptt.cc/bbs/e-seller/M.1612942873.A.5BF.html,2021-02-10 15:41:09,lkkkim (heart broken),"我都是用Chrome開電腦版回覆客人

常常一句回覆發送出去大概過個30秒才跑出來

還常常跑出發送失敗 但是對方好像其實有看到回覆

剛剛打開聊聊頁面甚至轉了快一分鐘

不過搜尋 ""蝦皮"" ""慢""

好像都沒有看到相關討論

所以到底是我個人問題還是有其他方式可以改善啊

回覆的有夠美送的= =""

Sent from JPTT on my Samsung SM-G950F."
[問題] 遇到蝦皮未取貨買家要怎麼做呢?,https://www.ptt.cc/bbs/e-seller/M.1612879816.A.A04.html,2021-02-09 22:10:14,canon3264 (canon),"請問一下，有一位之前未取貨買家，最近又跟我買東西，之前未取貨，

在期限前我有提醒他，但還是沒取貨，我有給他負評，這次又跟我買東西，

他選擇先轉帳再寄件，錢也已經轉帳成功，我很想直接取消他訂單，

1) 直接取消訂單，買家可以給我評價嗎?

2) 大家有比較好的建議嗎?

謝謝^^

Sent from JPTT on my iPhone"
[澳客] 蝦皮高評價不取貨澳客ivy19781123,https://www.ptt.cc/bbs/e-seller/M.1613475689.A.B79.html,2021-02-16 19:41:27,oneredcent (何必),"不取貨澳客:ivy19781123

年前還先確認過年期間能否取貨
這位買家說可以
寄出時有通知，多天未取再通知，完全不回應
大概5星好評太多，有恃無恐"
[問題] 蝦皮 無法把商品刪除 只能下架?,https://www.ptt.cc/bbs/e-seller/M.1614086553.A.1C0.html,2021-02-23 21:22:31,ParkChanWook (朴贊郁),"如題

之前把東西賣完後 想要刪掉

但點進去卻沒刪除的選項 只能下架

已經更新到最新版本了

我記得以前可以呀"
[運送] 請問蝦皮跑不出寄件編號,https://www.ptt.cc/bbs/e-seller/M.1613312312.A.03A.html,2021-02-14 22:18:30,goube (go),"請問有人也是跑不出寄件編號嗎？

不同超商也都跑不出來？

是等系統維修好嗎？ 還是有其他處理方法？

謝謝"
[問題] 蝦皮搜尋引擎內建河蟹系統?,https://www.ptt.cc/bbs/e-seller/M.1614149012.A.6AA.html,2021-02-24 14:43:30,dogs1231992 (河豚),"我今天在eBay看了一些迪士尼相關的產品

想說先在Yahoo跟蝦皮搜尋看看市場行情如何

當我搜尋到 ""小熊維尼"" 時，蝦皮都會顯示""未找到商品 嘗試不同或更常見的關鍵字""

""小熊維尼""

""小熊""

""維尼""

""熊維尼""

這幾個關鍵字都搜不到東西，不管手機還是電腦都是空的

但是搜尋 ""熊維"" 或者直接用 ""Winne""，都會找的到東西

這個狀況在Yahoo完全不會發生

雖說蝦皮是中資，但直接把河蟹系統內建到購物搜尋系統裡面的用意是?

本來想說要賣相關產品的，但如果是這樣的話客人根本搜不到我的商品

就算是增加 Winne、娃娃、鑰匙圈 之類的關鍵字

感覺還是會大幅度降低商品被找到的機率

不知道各位是否也曾經發現過哪些關鍵字是蝦皮搜尋不到的呢?"
[問題] 7-11不能寄蝦皮,https://www.ptt.cc/bbs/e-seller/M.1612189717.A.B1F.html,2021-02-01 22:28:35,cooperly (cooperly),"晚上到7-11寄蝦皮，輸入寄件號碼
出現不能寄件字樣，
跑了兩家7-11都一樣，
ok便利商店可寄蝦皮，
有人今晚又遇到嗎？
因為沒看到網路有人反應，
想說問一下。"
[問題] 蝦皮的商品分類是不是改了？,https://www.ptt.cc/bbs/e-seller/M.1612497673.A.7F4.html,2021-02-05 12:01:11,hunt5566 (556678),"蝦皮的商品分類選項是不是改了？
我的一些記憶卡，商品分類都被清空了，又要重新選擇，還有商品牌子也不見了

感覺在浪費時間改這些重選

有人也這樣嗎？"
Re: [問題] 蝦皮一般買家評價查看,https://www.ptt.cc/bbs/e-seller/M.1614346197.A.616.html,2021-02-26 21:29:55,sunny1225 (sunny),"剛好遇到這個問題

有一個才剛加入蝦皮、新註冊的買家，註冊約2周

下單後，有顯示成功送達比例：1

這是指一件嗎？但仍完全看不到評價

不知道是前一個賣場沒有給評價，還是什麼原因？

對方先跟我聊聊，我立馬查詢

還直接跟對方說：剛加入蝦皮喔？我有點擔心

因為沒有相關取貨紀錄

還在猶豫該如何處理

最壞的打算就是對方未取、被退貨啦

: 標題: [問題] 蝦皮一般買家評價查看

: 時間: Thu Feb 25 22:37:51 2021

:

: 今天要在交易前先看買家評價內容，發現從蝦皮app版聊聊右上角點""看看自介""進去後無

: 法查看所有評價內容，以前我試過可以的，問過客服也沒消息，大家也一樣有這問題嗎？

:

: --

: 
: 

: → charlieinin: 晚上處理客服的時候有注意到，原來不只我一個，用的   02/26 02:33

: → charlieinin: 是電腦版                                           02/26 02:33

: 推 karen211094: 昨天看的時候還可以，剛剛看也是無法點進去看         02/26 09:22

: 推 weiwei0413: 昨天下午就致電客服了，他說其他人正常自己測試也正常  02/26 10:04

: → weiwei0413: 是我個人問題                                        02/26 10:04

: 推 misssquid: 被蝦皮改掉了，除非對方下單不然看不到                 02/26 11:29

: 推 karen211094: 試過了，就算下單的也無法點進去看                   02/26 14:31

: 推 Zhang97226: 那也太爛了吧 這樣是要怎麼封鎖無良買家               02/26 14:56

: → Zhang97226: 大家現在多去黑名單系統提報吧 不然會被那些不取貨     02/26 14:57

: → Zhang97226: 的害死                                              02/26 14:57

: → zezeuoo: 我這邊是買家下單後從訂單裡面才能看買家評價，聊聊那邊   02/26 15:12

: → zezeuoo: 不管有沒有下單都無法查看評價內容了，以前交易前可以先   02/26 15:12

: → zezeuoo: 從聊聊那邊或有ID可以從動態搜尋查看評價，現在都不行，   02/26 15:12

: → zezeuoo: 蝦皮這也改的太誇張                                     02/26 15:12

: 推 Zhang97226: 剛剛隨便按了一些路人帳號 有些可以看                 02/26 15:24

: → Zhang97226: 有些又不行 不知道什麼情況                           02/26 15:24

: → zezeuoo: 如果那個人同時是買家也是賣家的話，就可以看，但如果是   02/26 17:48

: → zezeuoo: 單純買家就無法看                                       02/26 17:48

: 推 karen211094: 對，我發現他要有賣家身分才能看評價                 02/26 18:08"
[問題] 蝦皮一般買家評價查看,https://www.ptt.cc/bbs/e-seller/M.1614263873.A.682.html,2021-02-25 22:37:51,zezeuoo (柚柚),"今天要在交易前先看買家評價內容，發現從蝦皮app版聊聊右上角點""看看自介""進去後無
法查看所有評價內容，以前我試過可以的，問過客服也沒消息，大家也一樣有這問題嗎？"
[問題] 蝦皮100%較長備貨時間會怎樣？,https://www.ptt.cc/bbs/e-seller/M.1612414788.A.AD1.html,2021-02-04 12:59:44,PELJE (阿ㄇ),"本來就不是優選賣家的新手賣家

平常大概都15%左右的商品是較長備貨時間

啊下禮拜要過年了

商品應該是會放在南部回家過年也不會出貨

想說休息一下又可以加減接個單

那是不是全部商品都調成較長備貨時間就好了？

應該沒關係吧？

謝謝<(_ _)>"
[問題] 蝦皮又掛了？,https://www.ptt.cc/bbs/e-seller/M.1612499426.A.23D.html,2021-02-05 12:30:24,TMDkid (蔡逼巴),"是只有我這樣嗎
看手機準備出貨
已經快半小時了

看來是大家都要出貨把系統操壞了"
[閒聊] 蝦皮寄件代碼轉圈圈,https://www.ptt.cc/bbs/e-seller/M.1612833642.A.440.html,2021-02-09 09:20:40,Smallee520 (),"明天準備返鄉放假去了
趕著今天把剩下的貨通通寄出去
結果蝦皮又開始轉圈圈不給我代碼了
（我怎麼說又？）
工程師484已經偷跑放假去了？？？

順便碎念一下
賣家也是要過年要休息的好嗎
昨天收到聊聊問商品什麼時候出貨
回他過年期間暫停出貨居然嫌慢 說想要趕快收到
最後烙一句我服務太差不想買就封鎖我了
奧客這種生物不管過多久都不會消失呢…"
[問題] 蝦皮特定買家無法產寄件編號,https://www.ptt.cc/bbs/e-seller/M.1612582890.A.06A.html,2021-02-06 11:41:28,axpt0923 (錨),"大家好，正在遇到一個很神奇的問題求助，

　有一個買家7-11取貨付款的單產不出寄件編號，不管電腦或手機都無法，

　一直顯示""處理中""，

  我已經請他重下，換過取貨門市，還是不行，

　可是其他訂單通通都沒問題，所以想請教一下有沒有人也遇過這種狀況QAQ

  謝謝"
[問題] 蝦皮退貨的賣家收件姓名更改？,https://www.ptt.cc/bbs/e-seller/M.1612780732.A.AA0.html,2021-02-08 18:38:49,ArcaNoa (澪Mio),"跟朋友共用一個蝦皮帳號賣東西
出貨時的出貨人是預設我的名字
上次朋友出貨時，點太快忘記改了

現在朋友跟買家有糾紛
想透過蝦皮逆物流711退貨
但想知道這會被當時選的出貨人名字影響嗎？
還是名字、電話、地址全部都可以重新填寫呢？

（因為我跟朋友現在並不住在同一縣市，沒辦法去幫他取貨）

沒有在蝦皮遇過退貨糾紛的經驗，再麻煩大家幫幫忙了，非常感謝"
Re: [問題] 蝦皮 同意退貨 第一次運費,https://www.ptt.cc/bbs/e-seller/M.1611120159.A.882.html,2021-01-20 13:22:36,mstar (Wayne Su),"目前退貨，如果用蝦皮的系統取得編號到 7-11 寄件，
 這運費是賣家要出，事後蝦皮會跟賣家另收 60，
 而之後賣家點退款，會連寄去時的運費一起退給買家；

 問題來了：

 寄去的運費，如果是郵寄、快遞，買家要自己先付，所以退貨後買家要吸收，

 但如果是超商取貨的運費，蝦皮都是成交後跟手續費抽成一起扣，
 那麼，退貨以後蝦皮還會再扣嗎，還是蝦皮就吸收了？

 比如貨價 100、超商取貨運費 60，交易完成幾天之後會入帳 160 - ( 4 + 60) 元，

 若是退貨完成之後，蝦皮會把 160 退給買家，這無疑問，

 但他們會跟賣家扣寄件運費 60，之後再收退貨運費 60 嗎？

: 請問~蝦皮如果同意退貨的話，那賣家當初寄出的運費會從賣家這邊扣嗎？ 還是蝦皮會自

: 己吸收掉？ 謝謝"
[問題] 蝦皮聊聊全不見了,https://www.ptt.cc/bbs/e-seller/M.1611387812.A.B0B.html,2021-01-23 15:43:30,WaHaHalin (哇哈哈),"請問有人也有這種情況嗎？
聊聊全部不見了
只剩前一兩筆
我沒有刪除喔"
[問題] 遭蝦皮買家提告詐欺,https://www.ptt.cc/bbs/e-seller/M.1612876624.A.C81.html,2021-02-09 21:17:02,lanbadalanji (蘭巴大攔轎),"大家好

事情是這樣，我今年1月賣出一顆4t硬碟，

賣場因為懶得另外開，是直接掛在原本另一顆企業級8t硬碟不同分類賣出，

但我疏忽這顆4tb不是企業級這件事情，

不過因為賣的很便宜而且出貨前也用HD Tune掃描所有磁簇確定無壞軌才出貨，

並且我出貨後有說明這情況表達歉意並說「您如果在意，願意退貨退款」

對方收到也傳訊表示「不是企業版沒關係，只要無壞軌，正常的就可以」

而在近乎一個月的今天，

對方說「接上外接盒數日後，今天無法正常開啟，掃描有大量壞軌，

造成公司資料損失，你東西有異常，也不是企業碟，

我直接報警備案刑事詐欺處理，法庭見」

我表示「您的情況有很大的可能是外接盒的鍋，不應該是找我負責吧」

對方表示 「你還不懂嗎？，你現在的問題是標注企業碟，但送來的不是企業碟」

「當初你廣告就不實，也沒講警語不能接外接盒，

你推責任一乾二淨，你一開始就有過失，我備案，後面我們去檢察署慢慢講，

是事實陳述，明天絕對會去備案，蝦皮我也申述了，公司資料的損失，

我也會請公司配合律師處理，等後續吧！」

我現在整個相當莫名，各位有遇過類似的情況嗎?"
[閒聊] 蝦皮又掛了,https://www.ptt.cc/bbs/e-seller/M.1611566764.A.A76.html,2021-01-25 17:26:02,O937 (0937),"手機版我的拍賣進不去
電腦版連登入都沒辦法
有人也是這樣嗎？"
[問題] 買家無法下標,https://www.ptt.cc/bbs/e-seller/M.1611630670.A.1A8.html,2021-01-26 11:11:08,foldcat4116 (冰砂),"如題

這是我第一次在蝦皮上賣東西

但買家反應說他下標之後出現您所選的付款方式不適用

不知道是不是我商品超過兩萬的原因…

有爬過文好像只能開信用卡付款

但我因為第一次賣

所以還卡在賣家驗證無法開啟信用卡選項

那我現在該如何讓買家下標呢？

是要把商品拆成兩個部分給買家下標嗎？"
[問題] 蝦皮免運,https://www.ptt.cc/bbs/e-seller/M.1611388896.A.D04.html,2021-01-23 16:01:34,ruko (  ),"剛成為賣家
請問超商滿99免運或是什麼免運的
要從哪裡申請呢？或是要怎麼樣才能符合

有看過是從我的行銷活動那邊
可是沒有看到可以參加的活動
請問通常在什麼時間可以申請參加呢？
我自己設定滿99免運
商品上面也沒有顯示那個圖示耶

謝謝大家

Sent from JPTT on my iPhone"
Re: [問題] 蝦皮跨境東南亞服務有人參加嗎?,https://www.ptt.cc/bbs/e-seller/M.1611738245.A.863.html,2021-01-27 17:04:03,PhoenixSu (來算命吧),": 爬了一下文，上次的討論文章停在2019/11月，一年又過去了!

: 不知道版上有賣家跟蝦皮配合跨境電商的活動嗎?

: 今天又收到蝦皮專員的電話，邀請賣場加入此活動，之前收過信件邀請就沒想理他，

: 專員講的多好又多好，但是就怕魔鬼藏在細節中，

: 不知道有沒有賣家參與此活動，可以分享一下心得和經驗嗎?

: 題外話!

: 之前蝦皮也配給我專員參加一些首頁的活動，但是參加兩次後我就不再參加，

: 參加的條件是首頁圖檔都要一定格式和大小，光這個就讓我覺得耗費時間成本，

: 結果得到是一堆首頁商品的訂單，然後每單都只有200-300元，

: 頂多是得到賣場的曝光度，參不參加首頁活動對於整體業績沒甚麼很大的幫助。

: 不參加蝦皮活動後，穩扎穩打，業績每年都成長。

: 不知道跨境是不是也會花了時間，卻覺得沒有得到相對效益呢!?

: 感謝分享~

       已退的人來回答，有些情況對方是不會告訴你的

        1. 每期要寄回發票或收據，沒寄的話會被鎖錢包
           (沒錯不管你錢包內的錢是不是跨境賺的，就是鎖起來不讓你提領)

        2. 跨境沒有逆物流，如果買家要求退款，而蝦皮判退
           你除了拿不到錢，也拿不到貨，至於甚麼情況下會同意退款
           都是蝦皮說了算

        基本上我都不參加蝦皮活動的，因為就像你說的，總是會有些小動作
        做生意做到這麼累，實在沒必要"
Re: [問題] 蝦皮跨境東南亞服務有人參加嗎?,https://www.ptt.cc/bbs/e-seller/M.1611853932.A.8CD.html,2021-01-29 01:12:06,louk (日本上網卡(名片)),": 
: : 爬了一下文，上次的討論文章停在2019/11月，一年又過去了!

: : 不知道版上有賣家跟蝦皮配合跨境電商的活動嗎?

: : 今天又收到蝦皮專員的電話，邀請賣場加入此活動，之前收過信件邀請就沒想理他，

: : 專員講的多好又多好，但是就怕魔鬼藏在細節中，

: : 不知道有沒有賣家參與此活動，可以分享一下心得和經驗嗎?

: : 題外話!

: : 之前蝦皮也配給我專員參加一些首頁的活動，但是參加兩次後我就不再參加，

: : 參加的條件是首頁圖檔都要一定格式和大小，光這個就讓我覺得耗費時間成本，

: : 結果得到是一堆首頁商品的訂單，然後每單都只有200-300元，

: : 頂多是得到賣場的曝光度，參不參加首頁活動對於整體業績沒甚麼很大的幫助。

: : 不參加蝦皮活動後，穩扎穩打，業績每年都成長。

: : 不知道跨境是不是也會花了時間，卻覺得沒有得到相對效益呢!?

: : 感謝分享~

:        已退的人來回答，有些情況對方是不會告訴你的

:         1. 每期要寄回發票或收據，沒寄的話會被鎖錢包

:            (沒錯不管你錢包內的錢是不是跨境賺的，就是鎖起來不讓你提領)

:         2. 跨境沒有逆物流，如果買家要求退款，而蝦皮判退

:            你除了拿不到錢，也拿不到貨，至於甚麼情況下會同意退款

:            都是蝦皮說了算

:         基本上我都不參加蝦皮活動的，因為就像你說的，總是會有些小動作

:         做生意做到這麼累，實在沒必要

看推文有人說蝦皮對中共最好~
其實也不是
對岸的賣家也是一樣被坑

最近上了幾個對岸跨境電商的說明會
感覺那些培訓班真的都是坑阿~
過幾天打算發個抖音給對岸的人看看

講師主講的
1.自己多牛B,賣的店賣的多成功
2.中國產業鏈優勢
3.中國一件代發,自動上架,店群

實際上
1.我看了講師說的店,實際上找不到.找些關鍵字找到發現銷量低到可怕
(反正絕對沒有裡面說的每月200萬)
畫面中給大家看到的都是工程師去搞出來的假店假數據

2.中國產業鏈優勢比不上 跨境的延遲~大概要5~10天

3.最可怕最可怕的是!!! 台灣法規有七天無理由包含運費都是賣家承擔
這個霸王條款估計會讓中國作跨境的很受傷
而且如果客戶不取,目前沒有逆物流機制
原來的供應商也不回收

回到原文討論的問題
如果蝦皮不能解決逆物流問題
跨境電商基本上就是一場賭博
毛利不夠高,產品不夠獨家千萬不要做跨境
因為寄出去就等於產品不可能回來了

所以如果要做跨境,最好在當地能有人做逆物流

PS:另外我講個更黑的,台灣好像有人配合大陸一件代發供應商
專門用人頭帳號下單大陸跨境品,之後故意不取貨
一件代發供應商+台灣貨運商聯合就把貨吞了,讓大陸賣家慘賠"
[問題] 淘寶跨境東南亞服務有人參加嗎?,https://www.ptt.cc/bbs/e-seller/M.1611673456.A.C3C.html,2021-01-26 23:04:13,lathi (走自己的步調),"爬了一下文，上次的討論文章停在2019/11月，一年又過去了!

不知道版上有賣家跟蝦皮配合跨境電商的活動嗎?

今天又收到蝦皮專員的電話，邀請賣場加入此活動，之前收過信件邀請就沒想理他，

專員講的多好又多好，但是就怕魔鬼藏在細節中，

不知道有沒有賣家參與此活動，可以分享一下心得和經驗嗎?

題外話!

之前蝦皮也配給我專員參加一些首頁的活動，但是參加兩次後我就不再參加，

參加的條件是首頁圖檔都要一定格式和大小，光這個就讓我覺得耗費時間成本，

結果得到是一堆首頁商品的訂單，然後每單都只有200-300元，

頂多是得到賣場的曝光度，參不參加首頁活動對於整體業績沒甚麼很大的幫助。

不參加蝦皮活動後，穩扎穩打，業績每年都成長。

不知道跨境是不是也會花了時間，卻覺得沒有得到相對效益呢!?

感謝分享~"
[問題] 蝦皮 中華郵政運輸選項消失,https://www.ptt.cc/bbs/e-seller/M.1612111073.A.FB2.html,2021-02-01 00:37:51,aiseya0401 (ring),"如題

請問有同樣原本物流設定未開郵政物流的板友，現在郵政的選項也一樣消失了嗎？

app版與電腦版都找不到郵政物流的選項QQ

但剛剛看家人原本就有開郵政物流的蝦皮app，郵政的選項還在，想請問是我的蝦皮壞掉了嗎QAQ?

Sent from JPTT on my Sony G8342."
[問題] 蝦皮物流賣家宅配,https://www.ptt.cc/bbs/e-seller/M.1611827151.A.7C0.html,2021-01-28 17:45:49,clavicle (鎖骨哥哥),"想請問賣家宅配的選項在今年改掉了！
只有冷凍 大型 虛擬 等商品 要填寫申請書。
但我有的商品是代購。由代購的商場直接寄送的。那該用什麼方式？"
[問題] 蝦皮 客製化商品上架問題,https://www.ptt.cc/bbs/e-seller/M.1611634216.A.28E.html,2021-01-26 12:10:14,evebee (蘋果籽),"我偶爾會有客人訂製的商品，

以前我是用同一頁面，直接修改標題、內文和價錢給客人下標，

結果後來被蝦皮判斷為重覆刊登，強迫刪掉。

後來改用新訂單就開一個新賣場提供下標，

結果這次客服又說我有重覆刊登商品，
(兩個商品，一個已賣出很久沒動，一個剛被下標還在運送中)

說「服務性質、客製化、代買代購等，
請於『商品圖片、名稱及描述』 明確標示該賣場販售的商品或服務，謝謝。」

這兩個商品的商品首頁圖片一樣(圖片有標註賣場名稱及""客製""兩字)，

但是標題和內文都有註明是客製以及內容為何。

詢問客服兩遍，來來回回就是跳針說我重覆刊登，客製化商品要明確標示 = =

所以想請問有經驗的大家，

如果我以後需要再上架訂製商品，請問我該怎麼做？

A. 每接一次訂單開一個賣場給買家下標，「商品圖片、名稱及描述」皆要不同。

  a.客製化的東西還沒做當然沒照片，所以每一筆新訂單，要再製作一張新的示意圖？

B. 保留一個訂製賣場，只要有新訂單，就商品裡面增加下標選項？

　a. 已賣出的選項要刪還是留著？
  b. 但是每筆訂單價錢不一樣，系統可能又會判定價差過大不能刊登？
　c. 會不會又說我重覆上架？

C. 更好的建議？

謝謝大家！！"
[問題] 蝦皮廣告刷卡推薦?,https://www.ptt.cc/bbs/e-seller/M.1611895522.A.313.html,2021-01-29 12:45:19,turnoff11 (麥子真是大好人),"請問一下

因為我本身有在蝦皮買廣告

(目前約半年都是每個月9萬元左右)

之前都是用蝦皮錢包去直接買

但是有聽別人說用刷卡的還有回饋

所以想說固定有這樣子的刷卡支出的話

哪家卡片最適合呢?"
Re: [問題] 蝦皮賣家驗證服務需要扣款嗎,https://www.ptt.cc/bbs/e-seller/M.1609402647.A.8FB.html,2020-12-31 16:17:25,final007 (紫水晶),"今天看到蝦皮APP內的通知有提醒此項詐騙案例
雖然不知道是剛好這篇？還是也有不少賣家被這招騙到？就剛好讓身為賣家的大家互相注
意提醒一下囉"
[問題] 蝦皮二手商品退貨運費問題,https://www.ptt.cc/bbs/e-seller/M.1609253435.A.EF0.html,2020-12-29 22:50:33,lgdalone (lgd),"我是賣家，買家是在臉書社團看到我的二手商品（嬰兒電動餐搖椅），並有意購買

我也給他影片、照片確認商品狀態，並請他蝦皮下標，運費部分他指定新竹貨運且說看運費
多少再匯給我

收到商品後他測試有異音，有拍影片給我看，也確實有異音，當下就跟買家說請他退貨，並
自行負擔寄回的費用（寄去的不用匯給我 300元），但買家就堅持他想要12/31拿去維修站
檢查，且覺得他要負擔寄回費用不合理

後來協議完，同意他今天（12/29）先以mail方式詢問維修站商品狀況（把影片寄給維修站
），維修站回覆過保需600元的檢測費用

我就立即回覆說，我不想負擔檢測費與後續衍生的維修費用，故請他明天寄回商品且於蝦皮
辦理退貨；抑或他接受商品，檢測維修費用買家自行負擔，寄去的費用我這邊就不收取

結果他臉書就封鎖我了（都是用臉書訊息溝通），請問請買家負擔寄回運費不合理嗎？現在
也不知道他到底要不要退貨

有什麼建議的處理方式嗎？"
[閒聊] 蝦皮聊聊回應率機制造成....,https://www.ptt.cc/bbs/e-seller/M.1609311723.A.CCA.html,2020-12-30 15:02:01,naish1120 (聽見下雨的聲音),"我是賣家
跟某個賣場買東西
因為都怕不回訊息影響聊聊回應率
結果....

我們的對話早就結束
但是沒有人敢斷在他那邊
我們兩個就一直傳貼圖傳來傳去-.-
這真的很好笑XD
可是好像沒辦法解決
最後我還是決定斷在我手上了QQ
這也造成了一種神奇的現象了0.0
大家也會這樣嗎XD"
[問題] 請問蝦皮商品賣場內分類的選項,https://www.ptt.cc/bbs/e-seller/M.1610630557.A.4AF.html,2021-01-14 21:22:35,logen (前しか向かねえ),"記得之前可以在自己賣場內
設定商品類別分類
好方面客人用分類來找東西和篩選

現在突然找不到哪裡設定了
是電腦版沒了嗎?
還是到哪裡去了?"
[問題] 求助，蝦皮711寄件單,https://www.ptt.cc/bbs/e-seller/M.1609473144.A.3B4.html,2021-01-01 11:52:22,iamliberal (時光機),"之前用手機登入蝦皮的賣家中心，下載711的寄件單，都有辦法顯示我再自己用印表機印出，這幾天卻沒辦法，只顯示去711app輸入代碼再去ibon印，或是直接去ibon印，不讓我自己印了，有賣家也有遇到這個問題嗎，該怎麼解決，或是還有其他辦法可以自己用手機在家印嗎(電腦可以正常顯示，但是電腦使用不方便，只能用手機)

Sent from JPTT on my Samsung SM-G930F."
[問題] 我弄了一個蝦皮印單的工具,https://www.ptt.cc/bbs/e-seller/M.1609141695.A.11F.html,2020-12-28 15:48:13,Nina1994 (nina),"不知道這樣會不會違反版規 但我為這事情困擾好久 突然才看到PTT有賣家版

最近跟朋友一起合作 弄蝦皮的賣場賣些小物

他嘗試過很多不同的整合工具 幫忙出貨 像是列印整合小白單阿 或是系統分析

半年前吧 他找我合資弄了一款蝦皮印單工具 他說 把整合跟操作介面弄好 有市場

現在市面都是掛件 卡死率高 而且很貴一個月700-800吧 收月費

我就真的...聽一聽 掏了一筆錢出來 還真的做出來 還蠻好用的

現在問題是 東西推不出去啊

我就算 一個月降價 月收299

(原本想的就有點像弄遊戲外掛程式 一個月收個幾百塊

但當初有巴哈玩家搶著買 現在不知道去哪宣傳)

沒有曝光就沒有人流

但是要再投資大量的GOOGLE廣告 跟 設計專門的官網 成本真的好高

我也不是專門要拿這個賺身家

有沒有什麼論壇 還是 密技分享的地方 可以打這種資訊

就想要攤損當初製造這個軟件的費用 算一算 這個東西卡了有半年

想問問 如果你們要找這種工具 都去哪裡找

或者 我可以去哪裡貼相關訊息

如果有違規 我再刪文...現在防廣告文防很兇我知道...QQ

二更

感謝大家幫忙 目前都有開放試用

工具有支援大小物流 (但沒有申請大物流的賣家 務必要將工具內的大物流關掉)
訂單量大都能消化 之前雙11 雙12 都有抗壓度過
一個帳號 可以支援3個賣場 一對多的設計 直接整合

另外昨天有收到授權跟賣家隱私的疑慮 這邊統一回覆大家

當初跟朋友研發的時候只是站在使用者的立場

委託宸睿夢想國際有限公司合作(資訊公司) 工具本身隸屬資訊公司

我就是出資 使用 但沒有所有權

協議使用比例到達一個程度 退研發費用 剩餘的是資訊公司的維護費
(像是蝦皮更新 之類的 我是掏不出多餘的錢了..)

那資訊公司那邊 是取得 ""蝦皮官方正式授權 ""且受蝦皮官方監管跟制約

資安的部分 當初跟蝦皮就有隱私保護協議

(因為這個東西當初卡很久 很難取得 審核世界久 差一點就放棄了)

所以我跟你們一樣 只有使用介面 資料內容是看不到的

但我還是MAIL了資訊公司 請他做一個回覆...

您好：

我是開發工程師,今天收到這樣這詢問,還真沒想過這個問題
我用比較系統面的角度來回應

授權頁面是蝦皮官方的介面,不會有使用者的蝦皮賣場帳號&密碼

這個產品是向蝦皮申請成為【系統供應商】
能透過API拿到的資料是由蝦皮決定
也就是說您授權給我的行為能力是受限的

反觀使用Chrome工具,或者偏向爬蟲的方式完成的
基本上都是直接取用『網頁上面開起來的資訊』然後往後端傳輸之後傳回結果(列印的樣
式)
在安全性上，我認為這樣應該更有風險才對，因為到底傳了哪些資料
其實使用者並不會知道

但我覺得這個問題也確實蠻重要的
應該要有一份正式的【隱私權保護文件】提供給消費者才對
明天公司會擬一份更新在公告上面
感謝您的提醒

                                                    宸睿夢想國際有限公司"
[問題] 蝦皮四顆星算是普評還是好評？,https://www.ptt.cc/bbs/e-seller/M.1609902574.A.5C2.html,2021-01-06 11:09:32,s999 (999),"常遇到蝦皮給四顆星的
給四顆星是還可以啦
但是為什麼不給五顆星鼓勵一下賣家呢？

大家覺得四顆星是普評還是好評？"
